mpio;cod_mpio;nom_mpio;provincia;nom_dpto
124;70124;CAIMITO;SAN JORGE;SUCRE
204;70204;COLOSO;MONTES DE MARIA;SUCRE
215;70215;COROZAL;SABANAS;SUCRE
221;70221;COVEÑAS;MORROSQUILLO;SUCRE
230;70230;CHALÁN;MONTES DE MARIA;SUCRE
233;70233;EL ROBLE;SABANAS;SUCRE
235;70235;GALERAS;SABANAS;SUCRE
265;70265;GUARANDA;MOJANA;SUCRE
400;70400;LA UNIÓN;SAN JORGE;SUCRE
418;70418;LOS PALMITOS;SABANAS;SUCRE
429;70429;MAJAGUAL;MOJANA;SUCRE
473;70473;MORROA;MONTES DE MARIA;SUCRE
508;70508;OVEJAS;MONTES DE MARIA;SUCRE
523;70523;PALMITO;MORROSQUILLO;SUCRE
670;70670;SAMPUÉS;SABANAS;SUCRE
678;70678;SAN BENITO ABAD;SAN JORGE;SUCRE
702;70702;SAN JUAN BETULIA;SABANAS;SUCRE
708;70708;SAN MARCOS;SAN JORGE;SUCRE
713;70713;SAN ONOFRE;MORROSQUILLO;SUCRE
717;70717;SAN PEDRO;SABANAS;SUCRE
742;70742;SINCÉ;SABANAS;SUCRE
771;70771;SUCRE;MOJANA;SUCRE
820;70820;SANTIAGO DE TOLÚ;MORROSQUILLO;SUCRE
823;70823;TOLÚ VIEJO;MORROSQUILLO;SUCRE
1;73001;IBAGUe;IBAGUE;TOLIMA
24;73024;ALPUJARRA;SURORIENTE;TOLIMA
26;73026;ALVARADO;IBAGUE;TOLIMA
30;73030;AMBALEMA;NORTE;TOLIMA
43;73043;ANZOÁTEGUI;IBAGUE;TOLIMA
55;73055;ARMERO;NORTE;TOLIMA
67;73067;ATACO;SUR;TOLIMA
124;73124;CAJAMARCA;IBAGUE;TOLIMA
148;73148;CARMEN DE APICALÁ;ORIENTE;TOLIMA
152;73152;CASABIANCA;NEVADOS;TOLIMA
168;73168;CHAPARRAL;SUR;TOLIMA
200;73200;COELLO;IBAGUE;TOLIMA
217;73217;COYAIMA;SUR;TOLIMA
226;73226;CUNDAY;ORIENTE;TOLIMA
236;73236;DOLORES;SURORIENTE;TOLIMA
268;73268;ESPINAL;IBAGUE;TOLIMA
270;73270;FALAN;NORTE;TOLIMA
275;73275;FLANDES;IBAGUE;TOLIMA
283;73283;FRESNO;NORTE;TOLIMA
319;73319;GUAMO;SURORIENTE;TOLIMA
347;73347;HERVEO;NEVADOS;TOLIMA
349;73349;HONDA;NORTE;TOLIMA
352;73352;ICONONZO;ORIENTE;TOLIMA
408;73408;LeRIDA;NEVADOS;TOLIMA
411;73411;LiBANO;NEVADOS;TOLIMA
443;73443;MARIQUITA;NORTE;TOLIMA
449;73449;MELGAR;ORIENTE;TOLIMA
461;73461;MURILLO;NEVADOS;TOLIMA
483;73483;NATAGAIMA;SUR;TOLIMA
504;73504;ORTEGA;SUR;TOLIMA
520;73520;PALOCABILDO;NORTE;TOLIMA
547;73547;PIEDRAS;IBAGUE;TOLIMA
555;73555;PLANADAS;SUR;TOLIMA
563;73563;PRADO;SURORIENTE;TOLIMA
585;73585;PURIFICACIÓN;SURORIENTE;TOLIMA
616;73616;RIOBLANCO;SUR;TOLIMA
622;73622;RONCESVALLES;SUR;TOLIMA
624;73624;ROVIRA;IBAGUE;TOLIMA
671;73671;SALDAÑA;SURORIENTE;TOLIMA
675;73675;SAN ANTONIO;SUR;TOLIMA
678;73678;SAN LUIS;IBAGUE;TOLIMA
686;73686;SANTA ISABEL;NEVADOS;TOLIMA
770;73770;SUÁREZ;SURORIENTE;TOLIMA
854;73854;VALLE DE SAN JUAN;IBAGUE;TOLIMA
861;73861;VENADILLO;NEVADOS;TOLIMA
870;73870;VILLAHERMOSA;NEVADOS;TOLIMA
873;73873;VILLARRICA;ORIENTE;TOLIMA
1;76001;CALI;SUR;VALLE DEL CAUCA
20;76020;ALCALa;NORTE;VALLE DEL CAUCA
36;76036;ANDALUCÍA;CENTRO;VALLE DEL CAUCA
41;76041;ANSERMANUEVO;NORTE;VALLE DEL CAUCA
54;76054;ARGELIA;NORTE;VALLE DEL CAUCA
100;76100;BOLÍVAR;NORTE;VALLE DEL CAUCA
109;76109;BUENAVENTURA;OCCIDENTE;VALLE DEL CAUCA
111;76111;BUGA;CENTRO;VALLE DEL CAUCA
113;76113;BUGALAGRANDE;CENTRO;VALLE DEL CAUCA
122;76122;CAICEDONIA;ORIENTE;VALLE DEL CAUCA
126;76126;CALIMA;CENTRO;VALLE DEL CAUCA
130;76130;CANDELARIA;SUR;VALLE DEL CAUCA
147;76147;CARTAGO;NORTE;VALLE DEL CAUCA
233;76233;DAGUA;SUR;VALLE DEL CAUCA
243;76243;EL ÁGUILA;NORTE;VALLE DEL CAUCA
246;76246;EL CAIRO;NORTE;VALLE DEL CAUCA
248;76248;EL CERRITO;CENTRO;VALLE DEL CAUCA
250;76250;EL DOVIO;NORTE;VALLE DEL CAUCA
275;76275;FLORIDA;SUR;VALLE DEL CAUCA
306;76306;GINEBRA;CENTRO;VALLE DEL CAUCA
318;76318;GUACARÍ;CENTRO;VALLE DEL CAUCA
364;76364;JAMUNDÍ;SUR;VALLE DEL CAUCA
377;76377;LA CUMBRE;SUR;VALLE DEL CAUCA
400;76400;LA UNIÓN;NORTE;VALLE DEL CAUCA
403;76403;LA VICTORIA;NORTE;VALLE DEL CAUCA
497;76497;OBANDO;NORTE;VALLE DEL CAUCA
520;76520;PALMIRA;SUR;VALLE DEL CAUCA
563;76563;PRADERA;SUR;VALLE DEL CAUCA
606;76606;RESTREPO;CENTRO;VALLE DEL CAUCA
616;76616;RIOFRIO;CENTRO;VALLE DEL CAUCA
622;76622;ROLDANILLO;NORTE;VALLE DEL CAUCA
670;76670;SAN PEDRO;CENTRO;VALLE DEL CAUCA
736;76736;SEVILLA;ORIENTE;VALLE DEL CAUCA
823;76823;TORO;NORTE;VALLE DEL CAUCA
828;76828;TRUJILLO;CENTRO;VALLE DEL CAUCA
834;76834;TULUÁ;CENTRO;VALLE DEL CAUCA
845;76845;ULLOA;NORTE;VALLE DEL CAUCA
863;76863;VERSALLES;NORTE;VALLE DEL CAUCA
869;76869;VIJES;SUR;VALLE DEL CAUCA
890;76890;YOTOCO;CENTRO;VALLE DEL CAUCA
892;76892;YUMBO;SUR;VALLE DEL CAUCA
895;76895;ZARZAL;NORTE;VALLE DEL CAUCA
1;81001;ARAUCA;ARAUCA;ARAUCA
65;81065;ARAUQUITA;ARAUCA;ARAUCA
220;81220;CRAVO NORTE;ARAUCA;ARAUCA
300;81300;FORTUL;ARAUCA;ARAUCA
591;81591;PUERTO RONDÓN;ARAUCA;ARAUCA
736;81736;SARAVENA;ARAUCA;ARAUCA
794;81794;TAME;ARAUCA;ARAUCA
1;85001;YOPAL;CASANARE;CASANARE
10;85010;AGUAZUL;CASANARE;CASANARE
15;85015;CHAMEZA;CASANARE;CASANARE
125;85125;HATO COROZAL;CASANARE;CASANARE
136;85136;LA SALINA;CASANARE;CASANARE
139;85139;MANÍ;CASANARE;CASANARE
162;85162;MONTERREY;CASANARE;CASANARE
225;85225;NUNCHÍA;CASANARE;CASANARE
230;85230;OROCUÉ;CASANARE;CASANARE
250;85250;PAZ DE ARIPORO;CASANARE;CASANARE
263;85263;PORE;CASANARE;CASANARE
279;85279;RECETOR;CASANARE;CASANARE
300;85300;SABANALARGA;CASANARE;CASANARE
315;85315;SÁCAMA;CASANARE;CASANARE
325;85325;SAN LUIS DE PALENQUE;CASANARE;CASANARE
400;85400;TÁMARA;CASANARE;CASANARE
410;85410;TAURAMENA;CASANARE;CASANARE
430;85430;TRINIDAD;CASANARE;CASANARE
440;85440;VILLANUEVA;CASANARE;CASANARE
1;86001;MOCOA;PUTUMAYO;PUTUMAYO
219;86219;COLÓN;PUTUMAYO;PUTUMAYO
320;86320;ORITO;PUTUMAYO;PUTUMAYO
568;86568;PUERTO ASIS;PUTUMAYO;PUTUMAYO
569;86569;PUERTO CAICEDO;PUTUMAYO;PUTUMAYO
571;86571;PUERTO GUZMAN;PUTUMAYO;PUTUMAYO
573;86573;PUERTO LEGUIZAMO;PUTUMAYO;PUTUMAYO
749;86749;SIBUNDOY;PUTUMAYO;PUTUMAYO
755;86755;SAN FRANCISCO;PUTUMAYO;PUTUMAYO
757;86757;SAN MIGUEL;PUTUMAYO;PUTUMAYO
760;86760;SANTIAGO;PUTUMAYO;PUTUMAYO
865;86865;VALLE DEL GUAMUEZ;PUTUMAYO;PUTUMAYO
885;86885;VILLA GARZON;PUTUMAYO;PUTUMAYO
1;88001;SAN ANDReS;ARCHIPIELAGO DE SAN ANDRES;ARCHIPIELAGO DE SAN ANDRES
564;88564;PROVIDENCIA Y SANTA CATALINA;ARCHIPIELAGO DE SAN ANDRES;ARCHIPIELAGO DE SAN ANDRES
1;91001;LETICIA;AMAZONAS;AMAZONAS
263;91263;EL ENCANTO;AMAZONAS;AMAZONAS
405;91405;LA CHORRERA;AMAZONAS;AMAZONAS
407;91407;LA PEDRERA;AMAZONAS;AMAZONAS
430;91430;LA VICTORIA;AMAZONAS;AMAZONAS
460;91460;MIRITI - PARANÁ;AMAZONAS;AMAZONAS
530;91530;PUERTO ALEGRIA;AMAZONAS;AMAZONAS
536;91536;PUERTO ARICA;AMAZONAS;AMAZONAS
540;91540;PUERTO NARIÑO;AMAZONAS;AMAZONAS
669;91669;PUERTO SANTANDER;AMAZONAS;AMAZONAS
798;91798;TARAPACÁ;AMAZONAS;AMAZONAS
1;94001;INÍRIDA;GUAINIA;GUAINIA
343;94343;BARRANCO MINA;GUAINIA;GUAINIA
663;94663;MAPIRIPAN;GUAINIA;GUAINIA
883;94883;SAN FELIPE;GUAINIA;GUAINIA
884;94884;PUERTO COLOMBIA;GUAINIA;GUAINIA
885;94885;LA GUADALUPE;GUAINIA;GUAINIA
886;94886;CACAHUAL;GUAINIA;GUAINIA
887;94887;PANA PANA;GUAINIA;GUAINIA
888;94888;MORICHAL;GUAINIA;GUAINIA
1;95001;SAN JOSÉ DEL GUAVIARE;GUAVIARE;GUAVIARE
15;95015;CALAMAR;GUAVIARE;GUAVIARE
25;95025;EL RETORNO;GUAVIARE;GUAVIARE
200;95200;MIRAFLORES;GUAVIARE;GUAVIARE
1;97001;MITÚ;VAUPES;VAUPES
161;97161;CARURU;VAUPES;VAUPES
511;97511;PACOA;VAUPES;VAUPES
666;97666;TARAIRA;VAUPES;VAUPES
777;97777;PAPUNAHUA;VAUPES;VAUPES
889;97889;YAVARATÉ;VAUPES;VAUPES
1;99001;PUERTO CARREÑO;VICHADA;VICHADA
524;99524;LA PRIMAVERA;VICHADA;VICHADA
624;99624;SANTA ROSALÍA;VICHADA;VICHADA
773;99773;CUMARIBO;VICHADA;VICHADA
